5 4.51628
6 8.09651
7 11.9767
8 17.6811
8 19.3012
9 25.3416
10 28.5738
10 48.095
11 16.133
11 16.469
11 17.4211
11 17.5771
11 17.8531
11 17.9291
11 18.1691
11 18.2011
11 18.4932
11 18.5452
11 18.6412
11 18.7452
11 18.9532
11 18.9852
11 19.0332
11 19.8332
11 19.8852
11 20.9013
11 21.7254
11 22.8614
11 23.6535
11 23.9535
11 27.0457
11 27.2057
11 28.3698
11 30.2659
11 38.8624
11 40.1065
11 43.8467
11 45.3508
11 46.1189
11 47.731
11 48.091
11 52.4873
11 53.0393
11 54.3714
11 55.3755
11 56.0195
11 56.0755
11 61.2278
11 63.32
11 66.7402
11 81.2211
11 96.698
12 109.619
12 113.295
12 17.9291
12 19.0172
12 19.4412
12 21.1413
12 21.3693
12 21.8414
12 22.0294
12 22.1054
12 22.2214
12 22.8574
12 23.5455
12 24.2695
12 24.4455
12 24.5015
12 25.2216
12 25.2736
12 25.3416
12 25.4736
12 25.6416
12 25.6696
12 27.5617
12 28.6618
12 29.9779
12 37.7384
12 38.4344
12 42.8907
12 44.2028
12 45.8149
12 51.9752
12 53.5193
12 54.9834
12 55.1794
12 55.4075
12 57.5676
12 59.0237
12 61.4678
12 67.1002
12 75.4527
12 77.2128
12 78.7969
12 80.9051
12 95.242
12 99.4662
13 101.002
13 103.406
13 117.063
13 148.401
13 23.0974
13 24.4895
13 25.2816
13 26.3256
13 28.2098
13 28.6138
13 28.7578
13 30.0059
13 30.0899
13 30.3619
13 31.0739
13 32.182
13 32.266
13 32.27
13 32.8181
13 33.3261
13 33.5301
13 33.8101
13 38.8464
13 40.9666
13 42.8267
13 45.5228
13 46.0309
13 46.1229
13 55.9115
13 63.564
13 63.804
13 66.2961
13 70.3124
13 72.1365
13 73.9046
13 76.8568
13 83.7692
13 84.3293
13 85.3293
13 88.3335
13 90.3056
13 91.0657
13 91.2257
13 92.5538
14 105.583
14 106.235
14 111.035
14 114.379
14 114.787
14 116.299
14 118.135
14 124.936
14 130.748
14 132.604
14 133.772
14 153.878
14 219.074
14 31.486
14 32.586
14 32.71
14 34.3061
14 37.1543
14 37.4743
14 37.6224
14 37.8784
14 37.9304
14 39.0344
14 39.2345
14 44.0348
14 48.8271
14 49.8231
14 50.2031
14 50.7432
14 50.9152
14 52.4473
14 53.3953
14 55.0794
14 55.5595
14 56.4675
14 60.4438
14 64.712
14 86.9574
14 87.5775
14 92.8218
14 97.3781
15 100.95
15 103.11
15 112.587
15 113.979
15 131.74
15 132.736
15 136.821
15 137.573
15 145.929
15 179.807
15 188.216
15 198.336
15 221.902
15 226.366
15 226.41
15 237.847
15 250.116
15 271.929
15 325.94
15 35.9302
15 39.1985
15 39.4985
15 40.1465
15 40.2705
15 41.3466
15 41.7826
15 41.9986
15 42.2306
15 42.5987
15 43.0907
15 43.0947
15 44.1188
15 44.2868
15 45.3948
15 45.6949
15 45.7909
15 45.8669
15 46.7149
15 46.7229
15 47.431
15 47.891
15 52.9353
15 57.4076
15 59.0277
15 60.5158
15 61.1718
15 61.2838
15 70.1484
15 91.3217
15 96.102
15 99.5902
16 127.212
16 130.428
16 139.173
16 139.889
16 157.754
16 181.219
16 190.104
16 197.112
16 200.369
16 202.729
16 210.377
16 219.386
16 227.542
16 230.902
16 48.8151
16 49.4511
16 49.4991
16 50.4552
16 50.7232
16 51.7872
16 52.0273
16 52.5513
16 55.9755
16 57.5236
16 60.5438
16 65.6281
16 70.3324
16 70.4484
16 74.8647
16 75.4247
16 77.3048
16 81.9251
17 126.016
17 153.474
17 173.367
17 176.147
17 182.619
17 185.324
17 191.584
17 207.569
17 217.526
17 227.642
17 227.714
17 235.175
17 243.791
17 246.495
17 250.372
17 321.984
17 390.396
17 50.5032
17 56.5275
17 58.1996
17 58.5997
17 58.6797
17 58.7677
17 60.4518
17 62.6599
17 62.8399
17 62.8759
17 64.376
17 64.9441
17 65.1481
17 65.7041
17 66.2321
17 67.1962
17 68.4043
17 70.2924
17 71.6125
17 71.9925
17 75.0847
17 84.0253
17 85.8934
17 86.0774
18 201.273
18 230.05
19 254.18
19 347.11
20 322.148
20 356.974
21 435.343
22 367.391
22 414.662
23 328.817
23 398.033
23 873.475
24 684.783
25 714.857
25 792.354
26 636.14
26 938.031
27 1063.26
27 1128.41
28 709.732
28 735.602
29 1067.52
29 926.466
30 1154.9
30 1286.56
31 1274
31 1584.18
32 1126.36
32 1554.83
33 1183.64
33 1653.65
34 1244.41
34 2020.37
35 1435.57
35 2213.14
36 1647.42
37 1487.19
37 2378.42
38 2525.12
39 2540.09
40 1745.01
41 1987.22
41 2194.38
42 2434.18
43 2789.23
43 3543.53
45 2796.29
46 3136.54
48 4135.66
52 5396.22
58 8655.03
